카테고리,ID,매치,질의,기대 URL,비고,사용 여부,노트
메시지 관리,MSG-02-3,메시지 현황,불합격 안내 메일 보냈는지 확인하고 싶어,,,확장-상황구체화
메시지 관리,MSG-03,메시지 현황,메시지 발송 히스토리,,,기존
메시지 관리,MSG-03-1,메시지 현황,메시지 발송 기록 조회,,,확장-직접실행
메시지 관리,MSG-03-2,메시지 현황,언제 어떤 메시지 보냈는지 보고 싶어,,,확장-작업목적
메시지 관리,MSG-03-3,메시지 현황,메일 히스토리 확인할래,,,확장-확인
메시지 관리,MSG-04,메시지 템플릿,합격 안내 메일 템플릿 수정할래,,,기존
메시지 관리,MSG-04-1,메시지 템플릿,불합격 안내 문구 바꾸고 싶어,,,확장-작업목적
메시지 관리,MSG-04-2,메시지 템플릿,메일 양식 편집하는 거 어디야?,,,확장-기능찾기
메시지 관리,MSG-04-3,메시지 템플릿,저장된 메시지 템플릿 수정할게,,,확장-직접실행
메시지 관리,MSG-04-4,메시지 템플릿,면접 안내 메일 내용 변경해야 돼,,,확장-긴급상황
메시지 관리,MSG-05,메시지 템플릿,메시지 양식 만들기,,,기존
메시지 관리,MSG-05-1,메시지 템플릿,새 메일 템플릿 등록하고 싶어,,,확장-작업목적
메시지 관리,MSG-05-2,메시지 템플릿,메시지 양식 추가할래,,,확장-직접실행
메시지 관리,MSG-05-3,메시지 템플릿,템플릿 신규 작성 어디서 해?,,,확장-기능찾기
메시지 관리,MSG-06,메시지 템플릿,문자 템플릿 관리,,,기존
메시지 관리,MSG-06-1,메시지 템플릿,SMS 양식 수정하고 싶어,,,확장-작업목적
메시지 관리,MSG-06-2,메시지 템플릿,문자 메시지 템플릿 보여줘,,,확장-직접실행
메시지 관리,MSG-06-3,메시지 템플릿,카카오톡 알림톡 양식 바꿀래,,,확장-상황구체화
채용 설정,SET-01,채용 코드,채용 코드 설정 페이지로 가줘,,,기존
채용 설정,SET-01-1,채용 코드,드롭다운 항목 추가하고 싶어,,,확장-작업목적
채용 설정,SET-01-2,채용 코드,선택 옵션 관리하는 거 어디야?,,,확장-기능찾기
채용 설정,SET-01-3,채용 코드,코드 값 설정할래,,,확장-직접실행
채용 설정,SET-02,채용 코드,드롭다운 선택값 관리하고 싶어,,,기존
채용 설정,SET-02-1,채용 코드,학력 선택 항목에 '해외대학' 추가하고 싶어,,,확장-상황구체화
채용 설정,SET-02-2,채용 코드,지원서 항목 선택값 수정할래,,,확장-직접실행
채용 설정,SET-02-3,채용 코드,드롭다운 옵션 어디서 바꿔?,,,확장-기능찾기
채용 설정,SET-03,동의서,지원자 동의서 템플릿 등록,,,기존
채용 설정,SET-03-1,동의서,개인정보 동의서 만들고 싶어,,,확장-작업목적
채용 설정,SET-03-2,동의서,동의서 신규 등록할래,,,확장-직접실행
채용 설정,SET-03-3,동의서,동의서 추가하는 거 어디서 해?,,,확장-기능찾기
채용 설정,SET-04,동의서,동의서 관리 페이지,,,기존
채용 설정,SET-04-1,동의서,동의서 수정하고 싶어,,,확장-작업목적
채용 설정,SET-04-2,동의서,등록된 동의서 보여줘,,,확장-직접실행
채용 설정,SET-04-3,동의서,동의서 설정 어디 있어?,,,확장-기능찾기
채용 설정,SET-05,지원서 템플릿,입사지원서 양식을 만들고 싶어,,,기존
채용 설정,SET-05-1,지원서 템플릿,지원서 항목 추가하고 싶어,,,확장-작업목적
채용 설정,SET-05-2,지원서 템플릿,새 지원서 양식 등록할래,,,확장-직접실행
채용 설정,SET-05-3,지원서 템플릿,지원서 만드는 거 어디서 해?,,,확장-기능찾기
채용 설정,SET-06,지원서 템플릿,지원서 폼을 미리 만들고 싶어,,,기존
채용 설정,SET-06-1,지원서 템플릿,지원서 템플릿 커스터마이징할게,,,확장-작업목적
채용 설정,SET-06-2,지원서 템플릿,이력서 양식 편집할래,,,확장-직접실행
채용 설정,SET-06-3,지원서 템플릿,지원서에 사진란 추가하고 싶어,,,확장-상황구체화
채용 설정,SET-07,지원서 템플릿,이력서 양식 등록,,,기존
채용 설정,SET-07-1,지원서 템플릿,지원서 양식 새로 만들기,,,확장-직접실행
채용 설정,SET-07-2,지원서 템플릿,템플릿 등록 페이지로 가줘,,,확장-기능찾기
채용 설정,SET-08,스크리닝,서류 자동 스크리닝 기준 설정하러 가기,,,기존
채용 설정,SET-08-1,스크리닝,자동 탈락 기준 설정하고 싶어,,,확장-작업목적
채용 설정,SET-08-2,스크리닝,스크리닝 룰 수정할래,,,확장-직접실행
채용 설정,SET-08-3,스크리닝,자동 심사 설정 어디서 해?,,,확장-기능찾기
채용 설정,SET-09,스크리닝,서류 자동 심사를 설정하고 싶어,,,기존
채용 설정,SET-09-1,스크리닝,필수 자격요건으로 자동 걸러내고 싶어,,,확장-작업목적
채용 설정,SET-09-2,스크리닝,자동 스크리닝 조건 설정할래,,,확장-직접실행
채용 설정,SET-09-3,스크리닝,학력 조건으로 자동 탈락시키고 싶어,,,확장-상황구체화
채용 설정,SET-10,스크리닝,자격요건 자동 체크 설정,,,기존
채용 설정,SET-10-1,스크리닝,필수 조건 설정하러 가기,,,확장-직접실행
채용 설정,SET-10-2,스크리닝,자동 필터링 기준 만들고 싶어,,,확장-작업목적
채용 설정,SET-11,평가 척도,면접 평가 척도 등록하는 화면,,,기존
채용 설정,SET-11-1,평가 척도,5단계 평가 척도 만들고 싶어,,,확장-상황구체화
채용 설정,SET-11-2,평가 척도,평가 점수 기준 등록할래,,,확장-직접실행
채용 설정,SET-11-3,평가 척도,척도 설정 어디서 해?,,,확장-기능찾기
채용 설정,SET-12,평가 척도,점수 척도 관리,,,기존
채용 설정,SET-12-1,평가 척도,평가 등급 수정하고 싶어,,,확장-작업목적
채용 설정,SET-12-2,평가 척도,척도 설정 보여줘,,,확장-직접실행
채용 설정,SET-12-3,평가 척도,리커트 척도로 변경하고 싶어,,,확장-상황구체화
플로우 포커스 - 기본 정보,FB-01,공고명,이번 공고 제목을 바꾸고 싶어,,,기존
플로우 포커스 - 기본 정보,FB-01-1,공고명,채용공고 제목 수정할래,,,확장-직접실행
플로우 포커스 - 기본 정보,FB-01-2,공고명,공고 타이틀 변경하는 거 어디야?,,,확장-기능찾기
플로우 포커스 - 기본 정보,FB-01-3,공고명,공고명에 '긴급' 추가하고 싶어,,,확장-상황구체화
플로우 포커스 - 기본 정보,FB-02,공고명,공고명 변경,,,기존
플로우 포커스 - 기본 정보,FB-02-1,공고명,공고 이름 바꿀래,,,확장-직접실행
플로우 포커스 - 기본 정보,FB-02-2,공고명,제목 수정하고 싶어,,,확장-작업목적
플로우 포커스 - 기본 정보,FB-03,채용 형태,채용 형태를 상시채용으로 변경할래,,,기존
플로우 포커스 - 기본 정보,FB-03-1,채용 형태,수시채용으로 전환하고 싶어,,,확장-작업목적
플로우 포커스 - 기본 정보,FB-03-2,채용 형태,채용 타입 바꾸는 거 어디서 해?,,,확장-기능찾기
플로우 포커스 - 기본 정보,FB-03-3,채용 형태,공채에서 상시로 변경할래,,,확장-상황구체화
플로우 포커스 - 기본 정보,FB-04,채용 형태,상시 채용 형태로 변경해서 인재풀을 확보하고 싶어,,,기존
플로우 포커스 - 기본 정보,FB-04-1,채용 형태,인재풀 모으려고 상시채용으로 바꾸고 싶어,,,확장-작업목적
플로우 포커스 - 기본 정보,FB-04-2,채용 형태,채용 형태 설정 보여줘,,,확장-직접실행
플로우 포커스 - 기본 정보,FB-05,채용 구분,채용 분류 변경,,,기존
플로우 포커스 - 기본 정보,FB-05-1,채용 구분,채용 구분 바꾸고 싶어,,,확장-작업목적
플로우 포커스 - 기본 정보,FB-05-2,채용 구분,채용 분류 설정할래,,,확장-직접실행
플로우 포커스 - 기본 정보,FB-05-3,채용 구분,신입에서 경력으로 바꾸고 싶어,,,확장-상황구체화
플로우 포커스 - 기본 정보,FB-06,접수 기간,서류 접수 기간을 연장하고 싶어,,,기존
플로우 포커스 - 기본 정보,FB-06-1,접수 기간,지원 마감일 늦추고 싶어,,,확장-작업목적
플로우 포커스 - 기본 정보,FB-06-2,접수 기간,접수 기간 일주일 연장할래,,,확장-상황구체화
플로우 포커스 - 기본 정보,FB-06-3,접수 기간,모집 기간 언제까지로 했더라?,,,확장-확인
플로우 포커스 - 기본 정보,FB-06-4,접수 기간,지원 기간 바꾸는 거 어디야?,,,확장-기능찾기
플로우 포커스 - 기본 정보,FB-07,접수 기간,지원 기간 수정,,,기존
플로우 포커스 - 기본 정보,FB-07-1,접수 기간,접수 마감일 변경할래,,,확장-직접실행
플로우 포커스 - 기본 정보,FB-07-2,접수 기간,지원 받는 기간 조정하고 싶어,,,확장-작업목적
플로우 포커스 - 기본 정보,FB-08,접수 기간,모집 기간 변경하고 싶어,,,기존
플로우 포커스 - 기본 정보,FB-08-1,접수 기간,모집 기간 설정 보여줘,,,확장-직접실행
플로우 포커스 - 기본 정보,FB-08-2,접수 기간,채용 기간 수정할래,,,확장-작업목적
플로우 포커스 - 기본 정보,FB-09,제출 마감,지원서 제출 마감 시간 설정하고 싶어,,,기존
플로우 포커스 - 기본 정보,FB-09-1,제출 마감,자정까지로 마감 설정할래,,,확장-상황구체화
플로우 포커스 - 기본 정보,FB-09-2,제출 마감,마감 시간 변경하고 싶어,,,확장-작업목적
플로우 포커스 - 기본 정보,FB-09-3,제출 마감,데드라인 오후 6시로 바꿀래,,,확장-상황구체화
플로우 포커스 - 기본 정보,FB-10,제출 마감,데드라인 변경,,,기존
플로우 포커스 - 기본 정보,FB-10-1,제출 마감,마감 시각 수정할래,,,확장-직접실행
플로우 포커스 - 기본 정보,FB-10-2,제출 마감,제출 종료 시간 바꾸고 싶어,,,확장-작업목적
플로우 포커스 - 기본 정보,FB-11,지원서 설정,공고 지원서를 설정할래,,,기존
플로우 포커스 - 기본 정보,FB-11-1,지원서 설정,지원서 항목 수정하고 싶어,,,확장-작업목적
플로우 포커스 - 기본 정보,FB-11-2,지원서 설정,지원서 양식 설정 보여줘,,,확장-직접실행
플로우 포커스 - 기본 정보,FB-11-3,지원서 설정,지원서 항목에서 사진 빼고 싶어,,,확장-상황구체화
플로우 포커스 - 기본 정보,FB-12,지원서 동의서,아까 만든 개인정보 동의서를 채용에 연결할래,,,기존
플로우 포커스 - 기본 정보,FB-12-1,지원서 동의서,동의서 설정하고 싶어,,,확장-작업목적
플로우 포커스 - 기본 정보,FB-12-2,지원서 동의서,개인정보 동의서 추가할래,,,확장-직접실행
플로우 포커스 - 기본 정보,FB-12-3,지원서 동의서,GDPR 동의서 연결하고 싶어,,,확장-상황구체화
플로우 포커스 - 기본 정보,FB-13,지원자 서약서,지원서 제출할 때 서약서 받도록 설정할게,,,기존
플로우 포커스 - 기본 정보,FB-13-1,지원자 서약서,허위 서류 방지용 서약서 추가하고 싶어,,,확장-작업목적
플로우 포커스 - 기본 정보,FB-13-2,지원자 서약서,서약서 설정 보여줘,,,확장-직접실행
플로우 포커스 - 기본 정보,FB-13-3,지원자 서약서,제출 시 서약 받는 거 어디서 해?,,,확장-기능찾기
플로우 포커스 - 기본 정보,FB-14,지원자 서약서,지원자 서약서를 설정하고 싶어,,,기존
플로우 포커스 - 기본 정보,FB-14-1,지원자 서약서,서약서 적용할래,,,확장-직접실행
플로우 포커스 - 기본 정보,FB-14-2,지원자 서약서,서약 동의 받는 설정하고 싶어,,,확장-작업목적
플로우 포커스 - 기본 정보,FB-15,본인 인증,지원 시 본인인증 필수로 하고 싶어,,,기존
플로우 포커스 - 기본 정보,FB-15-1,본인 인증,휴대폰 본인인증 켜고 싶어,,,확장-작업목적
플로우 포커스 - 기본 정보,FB-15-2,본인 인증,실명 확인 설정할래,,,확장-직접실행
플로우 포커스 - 기본 정보,FB-15-3,본인 인증,본인인증 필수로 바꾸는 거 어디야?,,,확장-기능찾기
플로우 포커스 - 기본 정보,FB-16,본인 인증,공고 지원 시 실명 인증 설정,,,기존
플로우 포커스 - 기본 정보,FB-16-1,본인 인증,인증 설정 보여줘,,,확장-직접실행
플로우 포커스 - 기본 정보,FB-16-2,본인 인증,본인인증 활성화하고 싶어,,,확장-작업목적
플로우 포커스 - 채용 분야,FS-01,복수 지원 설정,지원자가 여러 분야에 복수 지원 가능하게 해줘,,,기존
플로우 포커스 - 채용 분야,FS-01-1,복수 지원 설정,한 명이 여러 직무 지원할 수 있게 하고 싶어,,,확장-작업목적
플로우 포커스 - 채용 분야,FS-01-2,복수 지원 설정,다중 지원 허용할래,,,확장-직접실행
플로우 포커스 - 채용 분야,FS-01-3,복수 지원 설정,복수 지원 가능하게 설정하는 거 어디야?,,,확장-기능찾기
플로우 포커스 - 채용 분야,FS-02,복수 지원 설정,공고 지원 시 다중 지원 허용 설정,,,기존
플로우 포커스 - 채용 분야,FS-02-1,복수 지원 설정,복수 직무 지원 설정 보여줘,,,확장-직접실행
플로우 포커스 - 채용 분야,FS-02-2,복수 지원 설정,여러 분야 동시 지원 가능하게 할래,,,확장-작업목적
플로우 포커스 - 채용 분야,FS-03,중복 지원 차단,같은 사람이 또 지원하지 못하게 막고 싶어,,,기존
플로우 포커스 - 채용 분야,FS-03-1,중복 지원 차단,재지원 막는 설정하고 싶어,,,확장-작업목적
플로우 포커스 - 채용 분야,FS-03-2,중복 지원 차단,중복 지원자 필터링할래,,,확장-직접실행
플로우 포커스 - 채용 분야,FS-03-3,중복 지원 차단,이미 지원한 사람 또 지원 못하게 하는 거 어디야?,,,확장-기능찾기
플로우 포커스 - 채용 분야,FS-03-4,중복 지원 차단,6개월 내 지원자 차단하고 싶어,,,확장-상황구체화
플로우 포커스 - 채용 분야,FS-04,중복 지원 차단,공고 지원 시 중복 지원 방지 설정,,,기존
플로우 포커스 - 채용 분야,FS-04-1,중복 지원 차단,중복 차단 설정 보여줘,,,확장-직접실행
플로우 포커스 - 채용 분야,FS-04-2,중복 지원 차단,같은 사람 재지원 막을래,,,확장-작업목적
플로우 포커스 - 채용 분야,FS-05,중복 지원 차단,지원자 중복 지원 차단 설정,,,기존
플로우 포커스 - 채용 분야,FS-05-1,중복 지원 차단,중복 지원 방지 기능 켜고 싶어,,,확장-작업목적
플로우 포커스 - 채용 분야,FS-05-2,중복 지원 차단,재지원 제한 설정할래,,,확장-직접실행
플로우 포커스 - 채용 분야,FS-06,채용 분야 설정,모집 분야(직무) 추가하고 싶어,,,기존
플로우 포커스 - 채용 분야,FS-06-1,채용 분야 설정,직무 추가하는 거 어디서 해?,,,확장-기능찾기
플로우 포커스 - 채용 분야,FS-06-2,채용 분야 설정,신규 직군 등록할래,,,확장-직접실행
플로우 포커스 - 채용 분야,FS-06-3,채용 분야 설정,개발 직무 분야 추가하고 싶어,,,확장-상황구체화
플로우 포커스 - 채용 분야,FS-07,채용 분야 설정,모집하는 직무 분야를 추가로 등록하고 싶어,,,기존
플로우 포커스 - 채용 분야,FS-07-1,채용 분야 설정,채용 분야 늘리고 싶어,,,확장-작업목적
플로우 포커스 - 채용 분야,FS-07-2,채용 분야 설정,직무 설정 보여줘,,,확장-직접실행
플로우 포커스 - 공고 정보,FN-01,게시 설정,공고 게시 상태를 내리고 싶어,,,기존
플로우 포커스 - 공고 정보,FN-01-1,게시 설정,공고 비공개로 전환하고 싶어,,,확장-작업목적
플로우 포커스 - 공고 정보,FN-01-2,게시 설정,게시 중단할래,,,확장-직접실행
플로우 포커스 - 공고 정보,FN-01-3,게시 설정,공고 노출 끄는 거 어디야?,,,확장-기능찾기
플로우 포커스 - 공고 정보,FN-01-4,게시 설정,급하게 공고 내려야 돼,,,확장-긴급상황
플로우 포커스 - 공고 정보,FN-02,게시 설정,공고 노출 설정,,,기존
플로우 포커스 - 공고 정보,FN-02-1,게시 설정,게시 상태 변경하고 싶어,,,확장-작업목적
플로우 포커스 - 공고 정보,FN-02-2,게시 설정,공고 공개 설정 보여줘,,,확장-직접실행
플로우 포커스 - 공고 정보,FN-03,지원서 작성 버튼 제공,지원자에게 지원서 작성 버튼이 노출되지 않게 설정하고 싶어,,,기존
플로우 포커스 - 공고 정보,FN-03-1,지원서 작성 버튼 제공,지원 버튼 숨기고 싶어,,,확장-작업목적
플로우 포커스 - 공고 정보,FN-03-2,지원서 작성 버튼 제공,접수 버튼 안 보이게 할래,,,확장-직접실행
플로우 포커스 - 공고 정보,FN-03-3,지원서 작성 버튼 제공,지원하기 버튼 가리는 거 어디서 해?,,,확장-기능찾기
플로우 포커스 - 공고 정보,FN-04,지원서 작성 버튼 제공,공고 내 지원 버튼 숨기기,,,기존
플로우 포커스 - 공고 정보,FN-04-1,지원서 작성 버튼 제공,버튼 노출 설정 보여줘,,,확장-직접실행
플로우 포커스 - 공고 정보,FN-04-2,지원서 작성 버튼 제공,지원 버튼 제거하고 싶어,,,확장-작업목적
플로우 포커스 - 공고 정보,FN-05,지원서 접수현황 알림,지원서 들어오면 알림 오도록 설정할래,,,기존
플로우 포커스 - 공고 정보,FN-05-1,지원서 접수현황 알림,신규 지원자 슬랙으로 알림 받고 싶어,,,확장-상황구체화
플로우 포커스 - 공고 정보,FN-05-2,지원서 접수현황 알림,지원서 접수 알림 켜고 싶어,,,확장-작업목적
플로우 포커스 - 공고 정보,FN-05-3,지원서 접수현황 알림,실시간 알림 설정 어디야?,,,확장-기능찾기
플로우 포커스 - 공고 정보,FN-06,지원서 접수현황 알림,지원자 접수 알림 설정,,,기존
플로우 포커스 - 공고 정보,FN-06-1,지원서 접수현황 알림,알림 방법 설정 보여줘,,,확장-직접실행
플로우 포커스 - 공고 정보,FN-06-2,지원서 접수현황 알림,카카오톡으로 알림 받고 싶어,,,확장-상황구체화
플로우 포커스 - 공고 정보,FN-07,채용사이트 공고 설정,채용 사이트에 보일 공고 내용 수정할게,,,기존
플로우 포커스 - 공고 정보,FN-07-1,채용사이트 공고 설정,공고문 내용 바꾸고 싶어,,,확장-작업목적
플로우 포커스 - 공고 정보,FN-07-2,채용사이트 공고 설정,채용 페이지 문구 수정할래,,,확장-직접실행
플로우 포커스 - 공고 정보,FN-07-3,채용사이트 공고 설정,사이트 공고 편집하는 거 어디야?,,,확장-기능찾기
플로우 포커스 - 공고 정보,FN-08,채용사이트 공고 설정,채용 사이트 공고문 수정,,,기존
플로우 포커스 - 공고 정보,FN-08-1,채용사이트 공고 설정,공고 내용 변경하고 싶어,,,확장-작업목적
플로우 포커스 - 공고 정보,FN-08-2,채용사이트 공고 설정,공고 설정 보여줘,,,확장-직접실행
플로우 포커스 - 공고 정보,FN-09,오픈그래프,공고 공유할 때 나오는 썸네일 바꾸고 싶어,,,기존
플로우 포커스 - 공고 정보,FN-09-1,오픈그래프,카톡 공유 이미지 변경하고 싶어,,,확장-상황구체화
플로우 포커스 - 공고 정보,FN-09-2,오픈그래프,SNS 썸네일 설정할래,,,확장-직접실행
플로우 포커스 - 공고 정보,FN-09-3,오픈그래프,공유 미리보기 이미지 바꾸는 거 어디야?,,,확장-기능찾기
플로우 포커스 - 공고 정보,FN-10,오픈그래프,SNS 공유 미리보기 설정,,,기존
플로우 포커스 - 공고 정보,FN-10-1,오픈그래프,오픈그래프 설정 보여줘,,,확장-직접실행
플로우 포커스 - 공고 정보,FN-10-2,오픈그래프,공유 이미지 수정하고 싶어,,,확장-작업목적
플로우 포커스 - 전형 공통,FC-01,전형명,전형 이름을 '1차 면접'으로 변경할래,,,기존
플로우 포커스 - 전형 공통,FC-01-1,전형명,전형 이름 바꾸고 싶어,,,확장-작업목적
플로우 포커스 - 전형 공통,FC-01-2,전형명,단계명 수정할래,,,확장-직접실행
플로우 포커스 - 전형 공통,FC-01-3,전형명,'서류심사'를 'Document Review'로 바꾸고 싶어,,,확장-상황구체화
플로우 포커스 - 전형 공통,FC-02,전형명,단계명 변경,,,기존
플로우 포커스 - 전형 공통,FC-02-1,전형명,전형 명칭 설정 보여줘,,,확장-직접실행
플로우 포커스 - 전형 공통,FC-02-2,전형명,단계 이름 영문으로 바꾸고 싶어,,,확장-상황구체화
플로우 포커스 - 전형 공통,FC-03,온라인 평가기간,온라인 평가 기간 설정해줘,,,기존
플로우 포커스 - 전형 공통,FC-03-1,온라인 평가기간,평가 시작일 변경하고 싶어,,,확장-작업목적
플로우 포커스 - 전형 공통,FC-03-2,온라인 평가기간,평가 기간 2주로 설정할래,,,확장-상황구체화
플로우 포커스 - 전형 공통,FC-03-3,온라인 평가기간,평가 일정 조정하는 거 어디야?,,,확장-기능찾기
플로우 포커스 - 전형 공통,FC-04,온라인 평가기간,평가 일정 설정,,,기존
플로우 포커스 - 전형 공통,FC-04-1,온라인 평가기간,평가 기간 보여줘,,,확장-직접실행
플로우 포커스 - 전형 공통,FC-04-2,온라인 평가기간,평가 종료일 연장하고 싶어,,,확장-작업목적
플로우 포커스 - 전형 공통,FC-05,평가점수 입력 방식,평가 점수 입력 방식 바꾸고 싶어,,,기존
플로우 포커스 - 전형 공통,FC-05-1,평가점수 입력 방식,점수 입력 방법 변경할래,,,확장-직접실행
플로우 포커스 - 전형 공통,FC-05-2,평가점수 입력 방식,종합평가로 바꾸고 싶어,,,확장-상황구체화
플로우 포커스 - 전형 공통,FC-05-3,평가점수 입력 방식,점수 입력 방식 설정 어디야?,,,확장-기능찾기
플로우 포커스 - 전형 공통,FC-06,평가자 세부 설정,평가 결과 공개 여부 설정할래,,,기존
플로우 포커스 - 전형 공통,FC-06-1,평가자 세부 설정,평가자 권한 바꾸고 싶어,,,확장-작업목적
플로우 포커스 - 전형 공통,FC-06-2,평가자 세부 설정,결과 공개 설정 보여줘,,,확장-직접실행
플로우 포커스 - 전형 공통,FC-06-3,평가자 세부 설정,평가자가 서로 점수 못 보게 하고 싶어,,,확장-상황구체화
플로우 포커스 - 전형 공통,FC-07,평가자 세부 설정,평가자 권한 설정,,,기존
플로우 포커스 - 전형 공통,FC-07-1,평가자 세부 설정,평가자 설정 수정할래,,,확장-직접실행
플로우 포커스 - 전형 공통,FC-07-2,평가자 세부 설정,평가자 세부 권한 조정하고 싶어,,,확장-작업목적
플로우 포커스 - 전형 공통,FC-08,전형대상 및 평가자 배정,이번 전형 평가자 배정하고 싶어,,,기존
플로우 포커스 - 전형 공통,FC-08-1,전형대상 및 평가자 배정,면접관 추가할래,,,확장-직접실행
플로우 포커스 - 전형 공통,FC-08-2,전형대상 및 평가자 배정,평가자 변경하고 싶어,,,확장-작업목적
플로우 포커스 - 전형 공통,FC-08-3,전형대상 및 평가자 배정,담당자 배정하는 거 어디야?,,,확장-기능찾기
플로우 포커스 - 전형 공통,FC-09,합격자 결정 기준,합격자 결정 기준(과락 등) 설정할게,,,기존
플로우 포커스 - 전형 공통,FC-09-1,합격자 결정 기준,과락 60점으로 설정하고 싶어,,,확장-상황구체화
플로우 포커스 - 전형 공통,FC-09-2,합격자 결정 기준,합격 기준 변경할래,,,확장-직접실행
플로우 포커스 - 전형 공통,FC-09-3,합격자 결정 기준,커트라인 설정하는 거 어디야?,,,확장-기능찾기
플로우 포커스 - 전형 공통,FC-10,합격자 결정 기준,커트라인 설정,,,기존
플로우 포커스 - 전형 공통,FC-10-1,합격자 결정 기준,합격 점수 기준 바꾸고 싶어,,,확장-작업목적
플로우 포커스 - 전형 공통,FC-10-2,합격자 결정 기준,합격 기준 보여줘,,,확장-직접실행
플로우 포커스 - 전형 공통,FC-11,최종 평가척도,최종 평가 등급 설정 어디서 해?,,,기존
플로우 포커스 - 전형 공통,FC-11-1,최종 평가척도,평가 등급 설정하고 싶어,,,확장-작업목적
플로우 포커스 - 전형 공통,FC-11-2,최종 평가척도,S/A/B/C 등급으로 바꿀래,,,확장-상황구체화
플로우 포커스 - 전형 공통,FC-11-3,최종 평가척도,결과 척도 설정 보여줘,,,확장-직접실행
플로우 포커스 - 전형 공통,FC-12,최종 평가척도,결과 척도 설정,,,기존
플로우 포커스 - 전형 공통,FC-12-1,최종 평가척도,평가 등급 변경하고 싶어,,,확장-작업목적
플로우 포커스 - 전형 공통,FC-12-2,최종 평가척도,최종 평가 기준 수정할래,,,확장-직접실행
플로우 포커스 - 전형 공통,FC-13,지원서 인쇄 허용,평가자가 지원서 인쇄할 수 있게 허용해줘,,,기존
플로우 포커스 - 전형 공통,FC-13-1,지원서 인쇄 허용,PDF 다운로드 허용하고 싶어,,,확장-작업목적
플로우 포커스 - 전형 공통,FC-13-2,지원서 인쇄 허용,인쇄 권한 설정할래,,,확장-직접실행
